essay_id,total_words,distinct_word_count,filtered_word_count,avg_sentence_size,avg_word_size,total_sentences,long_words,short_words,noun_count,adjective_count,pronoun_count,verb_count,conjunction_count,adverb_count,determiner_count,proper_noun_count,numeral_count,interjection_count,dot_count,comma_occurrences,question_marks,exclamations,colon_occurrences,semicolon_occurrences,bracket_pairs,dash_count,triple_dots
18549,231.0,123.0,101.0,14.4375,3.774891774891775,16.0,36.0,140.0,47,7,38,53,9,9,17,9,1,0,15,14,3,2,0,0,0,0,0
18550,105.0,61.0,44.0,21.0,3.942857142857143,5.0,19.0,54.0,17,6,17,27,4,6,6,15,0,0,4,0,0,0,0,0,0,0,0
18551,54.0,41.0,26.0,7.714285714285714,4.277777777777778,7.0,11.0,26.0,14,5,6,11,1,1,4,1,0,0,6,0,0,0,0,0,0,0,0
18552,234.0,111.0,102.0,21.272727272727273,3.9786324786324787,11.0,38.0,118.0,48,16,30,47,12,15,16,1,1,0,10,0,0,0,0,0,0,1,0
18553,130.0,86.0,61.0,16.25,4.7153846153846155,8.0,31.0,46.0,27,5,11,30,2,8,10,0,0,0,7,5,1,0,0,0,0,2,0
18554,212.0,131.0,101.0,9.217391304347826,4.433962264150943,23.0,45.0,91.0,39,14,28,48,6,17,22,18,1,0,22,3,3,0,0,0,0,0,0
18556,479.0,234.0,244.0,20.82608695652174,3.9728601252609606,23.0,55.0,223.0,79,40,81,102,19,30,36,54,4,0,22,0,0,0,0,0,0,0,0
18557,161.0,93.0,74.0,8.944444444444445,4.031055900621118,18.0,18.0,77.0,25,16,21,32,4,13,16,4,3,0,17,1,0,0,0,0,0,0,0
18558,243.0,157.0,120.0,12.789473684210526,3.954732510288066,19.0,32.0,125.0,47,18,28,51,13,12,24,3,1,0,18,6,0,1,0,0,0,0,0
18559,131.0,86.0,70.0,8.733333333333333,4.236641221374046,15.0,19.0,56.0,28,13,14,30,3,7,14,6,2,0,14,0,0,1,0,0,0,0,0
18560,332.0,187.0,165.0,10.06060606060606,4.207831325301205,33.0,55.0,159.0,62,23,49,71,8,24,28,20,2,0,32,15,2,0,0,0,0,0,0
18561,195.0,90.0,89.0,19.5,3.958974358974359,10.0,28.0,115.0,44,9,28,38,14,8,16,10,3,0,9,0,0,0,0,0,0,0,0
18562,299.0,165.0,132.0,14.238095238095237,3.6588628762541804,21.0,22.0,168.0,37,23,50,64,13,24,24,13,2,0,20,7,10,3,0,0,0,0,0
18563,202.0,133.0,103.0,11.882352941176471,3.757425742574257,17.0,20.0,107.0,38,16,36,40,7,12,23,3,2,0,16,2,1,1,0,0,0,0,0
18564,143.0,94.0,67.0,15.88888888888889,3.993006993006993,9.0,13.0,65.0,25,11,17,29,8,15,13,14,0,0,8,10,0,1,0,0,1,0,0
18565,116.0,87.0,67.0,11.6,4.948275862068965,10.0,31.0,39.0,28,10,5,28,5,3,9,3,1,0,9,3,1,0,0,0,0,0,0
18566,348.0,228.0,235.0,10.235294117647058,5.408045977011494,34.0,105.0,116.0,49,48,29,101,15,19,20,130,5,0,33,17,6,16,0,0,1,5,0
18567,306.0,183.0,158.0,21.857142857142858,4.1797385620915035,14.0,41.0,131.0,57,31,33,73,13,22,27,15,3,0,13,9,0,10,0,1,0,1,0
18569,168.0,99.0,76.0,21.0,3.857142857142857,8.0,21.0,85.0,23,11,36,38,10,7,13,3,1,0,7,4,0,2,0,1,0,0,0
18570,402.0,214.0,255.0,14.88888888888889,4.664179104477612,27.0,83.0,130.0,81,34,31,87,18,24,25,105,0,1,26,9,0,0,1,0,0,0,0
18571,160.0,109.0,78.0,8.88888888888889,4.06875,18.0,23.0,71.0,43,2,26,30,6,8,18,0,1,0,17,3,0,0,0,0,1,0,0
18572,116.0,67.0,72.0,19.333333333333332,4.2155172413793105,6.0,17.0,49.0,24,10,11,31,4,9,5,23,0,0,5,0,0,1,0,0,0,0,0
18573,172.0,121.0,85.0,9.052631578947368,4.511627906976744,19.0,34.0,79.0,17,14,40,48,6,18,5,15,0,0,18,5,1,0,0,0,0,0,0
18574,72.0,46.0,36.0,36.0,4.097222222222222,2.0,8.0,36.0,13,4,15,21,4,2,1,7,1,0,1,0,0,0,0,0,0,0,0
18575,97.0,59.0,44.0,9.7,3.7216494845360826,10.0,11.0,58.0,19,9,14,23,4,3,16,4,0,0,9,1,0,0,0,0,0,0,0
18576,239.0,134.0,128.0,13.277777777777779,4.171548117154812,18.0,33.0,102.0,45,19,37,65,5,12,11,25,0,0,17,8,0,3,0,0,0,0,0
18577,225.0,126.0,107.0,14.0625,4.062222222222222,16.0,34.0,112.0,47,8,32,53,14,6,24,16,3,0,15,7,0,0,0,0,0,0,0
18578,85.0,60.0,52.0,5.3125,4.741176470588235,16.0,19.0,31.0,16,5,12,20,0,4,3,18,3,0,15,1,14,0,0,0,0,0,0
18579,161.0,82.0,79.0,14.636363636363637,3.857142857142857,11.0,19.0,78.0,30,8,19,35,5,15,11,0,0,0,10,4,2,0,0,0,0,0,0
18580,153.0,102.0,76.0,10.2,4.117647058823529,15.0,24.0,69.0,26,14,24,37,2,16,8,7,1,0,14,2,0,0,0,0,1,0,0
18581,209.0,120.0,99.0,13.933333333333334,4.0669856459330145,15.0,28.0,99.0,28,18,30,48,8,24,13,2,3,0,14,2,0,0,0,0,0,0,0
18582,192.0,104.0,84.0,27.428571428571427,3.453125,7.0,11.0,111.0,26,14,36,44,12,14,12,12,1,0,6,3,3,1,0,0,0,0,0
18583,91.0,67.0,49.0,7.583333333333333,4.186813186813187,12.0,15.0,41.0,18,8,17,21,1,6,9,9,0,0,11,3,0,7,0,1,0,0,0
18584,302.0,155.0,138.0,12.583333333333334,3.7450331125827816,24.0,39.0,159.0,31,18,53,85,8,34,16,4,1,0,23,9,1,4,0,0,0,0,0
18586,102.0,74.0,49.0,20.4,4.4411764705882355,5.0,19.0,42.0,17,5,14,23,6,13,7,1,0,0,4,6,0,0,0,0,0,0,0
18587,148.0,93.0,73.0,24.666666666666668,3.7162162162162162,6.0,16.0,77.0,31,10,14,28,3,6,21,1,1,0,5,0,19,0,0,1,0,0,0
18588,327.0,211.0,171.0,11.275862068965518,4.302752293577981,29.0,60.0,144.0,51,26,47,79,23,21,18,29,0,0,28,12,1,0,0,0,0,0,0
18590,223.0,112.0,95.0,11.736842105263158,3.807174887892377,19.0,29.0,117.0,38,19,40,52,11,11,10,16,1,0,18,7,0,0,0,0,0,3,0
18591,450.0,233.0,229.0,16.071428571428573,3.988888888888889,28.0,47.0,210.0,87,30,75,92,19,28,35,33,9,0,27,14,12,1,0,0,0,0,0
18592,64.0,46.0,34.0,6.4,3.390625,10.0,4.0,41.0,15,2,14,15,2,3,4,4,0,0,9,0,3,0,0,0,0,0,0
18593,304.0,177.0,163.0,13.217391304347826,4.322368421052632,23.0,53.0,134.0,57,29,23,69,12,19,25,49,2,0,22,7,3,0,0,0,0,0,0
18594,155.0,77.0,60.0,14.090909090909092,3.6258064516129034,11.0,12.0,87.0,29,12,25,32,7,3,14,10,0,0,10,1,0,0,0,0,0,0,0
18595,62.0,32.0,22.0,8.857142857142858,3.7580645161290325,7.0,10.0,36.0,9,1,8,17,1,2,7,3,0,0,6,0,0,0,0,0,0,0,0
18596,175.0,108.0,89.0,13.461538461538462,4.12,13.0,26.0,84.0,35,13,18,36,7,11,22,7,2,0,12,12,0,3,0,0,0,0,0
18597,321.0,162.0,144.0,13.375,3.722741433021807,24.0,38.0,175.0,48,13,59,75,11,13,31,16,2,0,23,7,3,0,0,0,0,0,0
18598,96.0,71.0,53.0,16.0,4.458333333333333,6.0,17.0,40.0,21,7,13,18,5,6,9,10,2,0,5,2,32,0,0,0,0,0,0
18599,277.0,173.0,135.0,16.294117647058822,4.209386281588448,17.0,38.0,121.0,49,18,42,54,15,27,19,1,3,1,16,13,9,1,0,0,0,0,0
18600,185.0,122.0,96.0,8.043478260869565,4.064864864864865,23.0,26.0,88.0,38,16,35,34,3,8,21,9,1,0,22,6,0,2,0,0,0,0,0
18601,235.0,137.0,117.0,15.666666666666666,3.9957446808510637,15.0,33.0,115.0,36,11,35,57,9,25,13,15,3,0,14,4,9,0,0,0,0,0,0
18602,330.0,157.0,145.0,20.625,3.727272727272727,16.0,37.0,177.0,56,25,58,75,14,21,23,16,1,0,15,2,3,0,0,0,0,0,0
18603,70.0,55.0,35.0,14.0,3.742857142857143,5.0,7.0,35.0,12,2,15,17,2,10,2,1,0,0,4,4,0,1,0,0,0,0,0
18604,199.0,124.0,88.0,12.4375,3.969849246231156,16.0,27.0,100.0,24,17,33,46,10,14,12,12,0,0,15,3,0,0,0,0,0,0,0
18605,155.0,100.0,74.0,15.5,3.9161290322580644,10.0,21.0,74.0,22,5,28,37,9,15,9,4,4,0,9,0,12,0,0,0,0,0,0
18606,172.0,98.0,77.0,19.11111111111111,3.9651162790697674,9.0,20.0,79.0,22,8,34,38,11,15,9,12,1,0,8,0,0,0,0,0,0,0,0
18607,136.0,81.0,56.0,12.363636363636363,3.9044117647058822,11.0,17.0,71.0,26,6,18,28,3,4,16,13,0,0,10,1,0,0,0,0,0,0,0
18608,360.0,186.0,183.0,12.413793103448276,4.058333333333334,29.0,55.0,170.0,36,35,56,94,22,30,15,55,0,0,28,7,1,0,0,0,0,0,0
18609,127.0,59.0,45.0,14.11111111111111,4.417322834645669,9.0,24.0,56.0,16,10,15,35,9,14,7,0,0,0,8,4,0,0,0,0,0,0,0
18610,83.0,63.0,41.0,16.6,3.710843373493976,5.0,7.0,44.0,16,4,5,22,4,6,9,3,1,0,4,0,0,0,0,0,0,0,0
18611,116.0,70.0,41.0,23.2,3.5775862068965516,5.0,9.0,72.0,18,4,22,30,9,1,9,4,0,1,4,0,6,0,0,0,0,0,0
18612,66.0,49.0,29.0,8.25,3.712121212121212,8.0,8.0,37.0,15,4,10,17,1,5,1,1,0,0,7,2,0,0,0,0,0,0,0
18613,129.0,85.0,68.0,12.9,3.565891472868217,10.0,10.0,70.0,24,6,20,32,3,5,8,0,1,0,9,11,0,0,0,0,0,0,0
18614,188.0,107.0,83.0,18.8,4.1063829787234045,10.0,35.0,83.0,28,17,26,48,6,13,10,5,4,0,9,1,0,5,0,0,0,0,0
18615,174.0,101.0,84.0,13.384615384615385,3.6724137931034484,13.0,12.0,90.0,19,12,26,45,8,16,10,7,2,0,12,2,0,5,0,0,0,0,0
18616,473.0,241.0,251.0,16.310344827586206,3.9323467230443976,29.0,44.0,214.0,67,35,81,139,12,24,15,77,0,0,28,9,6,1,2,0,0,0,0
18617,228.0,143.0,114.0,19.0,3.837719298245614,12.0,20.0,105.0,39,8,39,55,9,12,15,16,2,0,11,5,0,0,0,0,0,0,0
18618,179.0,113.0,80.0,11.933333333333334,3.6089385474860336,15.0,19.0,100.0,28,8,45,39,7,8,11,8,1,0,14,2,0,1,0,0,0,0,0
18619,146.0,81.0,67.0,12.166666666666666,3.8424657534246576,12.0,22.0,80.0,17,9,28,35,9,5,11,17,1,0,11,0,0,0,0,0,0,0,0
18620,105.0,76.0,56.0,10.5,3.8857142857142857,10.0,11.0,52.0,11,6,14,28,4,6,7,18,1,0,9,4,0,0,0,0,0,1,0
18621,84.0,68.0,34.0,10.5,3.869047619047619,8.0,12.0,45.0,15,7,12,16,3,8,6,0,1,0,7,0,10,0,0,0,0,0,0
18622,122.0,73.0,51.0,15.25,3.8524590163934427,8.0,13.0,60.0,25,3,22,21,9,7,8,8,1,0,7,2,0,0,0,0,0,0,0
18624,142.0,96.0,68.0,9.466666666666667,4.035211267605634,15.0,20.0,68.0,25,9,20,32,5,9,17,5,1,0,14,2,0,2,0,0,1,1,0
18626,181.0,131.0,97.0,15.083333333333334,4.3535911602209945,12.0,33.0,72.0,50,15,18,33,7,6,12,6,0,0,11,2,2,0,0,0,0,0,0
18627,122.0,67.0,48.0,13.555555555555555,3.5327868852459017,9.0,16.0,72.0,16,9,24,28,3,11,7,5,1,0,8,0,0,0,0,0,0,0,0
18628,175.0,93.0,76.0,12.5,3.862857142857143,14.0,24.0,91.0,30,12,24,43,8,14,12,8,1,0,13,7,0,0,0,0,0,0,0
18629,106.0,70.0,51.0,11.777777777777779,4.018867924528302,9.0,11.0,52.0,19,7,13,20,2,10,10,2,1,0,8,1,0,0,0,0,0,0,0
18630,148.0,97.0,76.0,9.866666666666667,4.033783783783784,15.0,19.0,68.0,24,11,30,37,5,7,12,14,0,0,14,1,12,4,0,0,1,0,0
18631,246.0,157.0,138.0,15.375,4.491869918699187,16.0,46.0,106.0,51,18,17,54,8,8,33,27,0,0,15,19,6,2,0,0,0,0,0
18632,143.0,78.0,60.0,28.6,3.7062937062937062,5.0,18.0,80.0,18,10,25,37,11,8,6,15,0,0,4,1,0,0,0,0,0,0,0
18633,117.0,73.0,50.0,10.636363636363637,3.658119658119658,11.0,13.0,65.0,21,8,22,27,5,5,10,2,1,0,10,2,0,0,0,0,0,0,0
18634,71.0,52.0,34.0,11.833333333333334,4.436619718309859,6.0,15.0,30.0,16,1,5,19,2,3,9,0,0,0,5,1,0,0,0,0,0,0,0
18635,83.0,59.0,43.0,9.222222222222221,3.6506024096385543,9.0,7.0,47.0,18,2,7,18,4,9,7,5,0,0,8,0,0,0,0,0,0,0,0
18636,302.0,179.0,157.0,14.380952380952381,4.271523178807947,21.0,46.0,135.0,51,26,44,59,7,20,25,16,5,0,20,20,2,2,1,0,0,2,0
18637,207.0,117.0,105.0,12.9375,3.8792270531400965,16.0,25.0,103.0,41,17,42,44,9,16,13,12,1,0,15,6,1,1,0,0,0,0,0
18638,142.0,88.0,57.0,12.909090909090908,4.007042253521127,11.0,24.0,76.0,20,6,23,37,3,11,11,7,0,0,10,0,0,0,0,0,0,0,0
18639,138.0,74.0,66.0,15.333333333333334,3.963768115942029,9.0,15.0,69.0,16,10,19,40,12,6,9,26,0,0,8,5,0,0,0,0,0,0,0
18640,159.0,110.0,94.0,12.23076923076923,4.2075471698113205,13.0,20.0,73.0,35,13,21,40,5,6,15,8,0,0,12,4,0,0,0,0,0,0,0
18641,222.0,121.0,100.0,20.181818181818183,3.8963963963963963,11.0,23.0,108.0,35,15,41,51,13,11,12,12,3,0,10,11,0,1,0,0,0,0,0
18642,118.0,67.0,52.0,19.666666666666668,3.906779661016949,6.0,20.0,62.0,20,7,20,26,4,3,5,13,1,0,5,1,0,0,0,0,0,0,0
18643,173.0,110.0,88.0,21.625,3.820809248554913,8.0,8.0,90.0,31,8,22,39,11,11,16,16,1,0,7,2,0,0,0,0,0,1,0
18644,203.0,104.0,95.0,13.533333333333333,3.9211822660098523,15.0,29.0,108.0,32,8,37,49,8,13,17,2,1,0,14,3,0,0,0,0,0,0,0
18645,92.0,55.0,35.0,13.142857142857142,3.8260869565217392,7.0,13.0,49.0,9,10,16,25,5,11,2,1,0,0,6,0,0,0,0,0,0,0,0
18646,154.0,101.0,81.0,11.846153846153847,3.8766233766233764,13.0,17.0,74.0,23,12,24,40,7,19,8,6,1,0,12,1,0,2,0,0,0,0,0
18647,128.0,99.0,66.0,11.636363636363637,4.2578125,11.0,20.0,53.0,27,6,16,22,7,10,10,7,2,0,10,5,0,0,0,0,0,0,0
18648,175.0,99.0,84.0,13.461538461538462,3.6685714285714286,13.0,14.0,100.0,38,6,26,38,11,4,14,14,0,0,12,6,0,4,0,0,0,0,0
18649,311.0,137.0,135.0,31.1,3.627009646302251,10.0,21.0,172.0,55,15,40,60,16,17,37,31,3,0,9,0,0,0,0,0,0,1,0
18650,182.0,111.0,110.0,14.0,4.313186813186813,13.0,23.0,69.0,43,10,18,41,8,3,18,33,0,0,12,6,1,0,0,0,0,0,0
18651,202.0,124.0,105.0,18.363636363636363,4.306930693069307,11.0,38.0,103.0,34,13,27,52,13,11,11,29,2,0,10,13,2,6,0,0,0,0,0
18652,425.0,212.0,206.0,17.708333333333332,3.8,24.0,49.0,231.0,92,15,59,98,18,20,38,14,3,0,23,7,0,2,0,0,0,0,0
18653,204.0,126.0,99.0,9.714285714285714,3.8676470588235294,21.0,17.0,101.0,31,15,33,51,9,9,18,10,2,0,20,2,0,0,0,0,0,0,0
18654,101.0,69.0,49.0,9.181818181818182,4.069306930693069,11.0,20.0,50.0,17,9,17,26,4,10,6,5,1,0,10,0,0,0,0,0,0,0,0
18655,171.0,93.0,83.0,19.0,3.4444444444444446,9.0,11.0,99.0,27,13,38,48,8,6,3,6,1,0,8,2,0,2,0,0,0,0,0
18656,272.0,163.0,136.0,15.11111111111111,4.205882352941177,18.0,43.0,126.0,49,20,41,54,10,18,19,13,6,0,17,12,2,1,0,0,0,0,0
18657,530.0,290.0,325.0,13.58974358974359,4.2981132075471695,39.0,107.0,227.0,103,51,75,117,30,36,25,85,3,1,38,14,1,20,0,0,0,1,0
18658,55.0,40.0,25.0,13.75,3.7454545454545456,4.0,3.0,25.0,14,0,10,10,2,0,5,2,0,0,3,1,0,0,0,0,0,0,0
18659,146.0,94.0,69.0,16.22222222222222,3.8904109589041096,9.0,19.0,70.0,34,11,22,29,7,7,12,1,3,0,8,6,0,2,0,0,0,0,0
18660,148.0,95.0,83.0,24.666666666666668,4.168918918918919,6.0,23.0,62.0,32,12,26,33,8,4,8,19,0,0,5,2,3,0,0,0,1,0,0
18661,123.0,91.0,63.0,13.666666666666666,4.008130081300813,9.0,14.0,50.0,25,4,19,27,3,7,8,12,0,0,8,4,0,1,0,0,0,0,0
18662,131.0,88.0,61.0,10.916666666666666,4.015267175572519,12.0,15.0,57.0,21,14,13,23,10,13,11,9,2,0,11,4,0,1,0,0,1,0,0
18663,119.0,78.0,53.0,11.9,3.7899159663865545,10.0,14.0,63.0,24,3,19,25,9,5,5,3,1,0,9,1,0,0,0,0,0,0,0
18664,258.0,167.0,140.0,11.217391304347826,4.209302325581396,23.0,48.0,121.0,43,27,33,63,16,12,23,23,0,0,22,17,1,1,0,0,0,0,0
18666,209.0,131.0,105.0,20.9,4.344497607655502,10.0,32.0,81.0,38,16,23,44,6,11,12,8,1,0,9,7,36,1,0,0,0,0,0
18667,193.0,116.0,120.0,10.722222222222221,4.652849740932642,18.0,34.0,67.0,31,22,6,46,6,17,19,34,3,0,17,9,0,1,0,0,0,0,0
18668,294.0,161.0,150.0,11.76,4.469387755102041,25.0,55.0,128.0,42,21,37,64,18,14,30,28,3,0,24,6,0,0,0,0,0,1,0
18669,108.0,59.0,41.0,21.6,3.5833333333333335,5.0,15.0,71.0,17,5,18,27,3,5,9,0,0,0,4,0,10,0,0,0,0,0,0
18670,99.0,63.0,42.0,14.142857142857142,4.303030303030303,7.0,18.0,44.0,18,4,22,23,3,3,7,2,1,0,6,5,0,0,0,0,0,0,0
18671,179.0,112.0,87.0,19.88888888888889,4.150837988826815,9.0,26.0,89.0,32,7,31,38,8,6,19,19,0,0,8,10,0,0,0,0,0,0,0
18672,246.0,136.0,131.0,22.363636363636363,4.0,11.0,21.0,118.0,32,22,41,60,11,14,17,41,2,0,10,0,0,0,0,0,0,0,0
18674,128.0,85.0,72.0,12.8,4.203125,10.0,16.0,63.0,20,5,14,33,6,4,10,19,6,0,9,7,6,0,0,0,0,0,0
18675,299.0,167.0,142.0,19.933333333333334,4.030100334448161,15.0,45.0,150.0,53,19,49,57,11,9,21,13,2,0,14,5,43,0,0,0,0,0,0
18676,242.0,135.0,107.0,11.0,3.756198347107438,22.0,25.0,128.0,35,19,37,57,10,7,26,17,0,0,21,0,3,0,0,0,0,1,0
18677,214.0,96.0,78.0,53.5,3.5093457943925235,4.0,22.0,136.0,30,8,39,43,20,18,24,2,2,0,3,1,9,0,0,0,0,0,0
18678,182.0,96.0,90.0,22.75,4.175824175824176,8.0,33.0,88.0,39,6,20,46,14,6,17,2,0,0,7,6,0,0,0,0,0,0,0
18680,42.0,34.0,21.0,7.0,4.333333333333333,6.0,11.0,19.0,7,3,4,12,1,1,3,2,0,0,5,1,1,0,0,0,0,0,0
18681,197.0,100.0,92.0,10.368421052631579,3.949238578680203,19.0,28.0,104.0,29,11,37,51,3,5,12,31,0,0,18,1,0,0,0,0,0,0,0
18682,349.0,209.0,207.0,11.633333333333333,4.507163323782235,30.0,71.0,138.0,62,37,35,76,10,23,22,62,3,0,29,21,1,0,1,0,1,0,0
18683,113.0,84.0,60.0,11.3,4.176991150442478,10.0,15.0,50.0,19,8,15,24,3,10,6,10,2,0,9,5,0,0,0,0,0,0,0
18684,121.0,67.0,48.0,15.125,3.322314049586777,8.0,7.0,78.0,27,8,18,22,2,5,13,4,1,0,7,0,0,0,0,0,0,0,0
18685,148.0,79.0,75.0,10.571428571428571,3.72972972972973,14.0,17.0,76.0,32,5,20,34,6,7,12,4,1,0,13,4,0,0,0,0,0,0,0
18686,235.0,128.0,111.0,10.681818181818182,4.276595744680851,22.0,33.0,94.0,41,14,37,58,7,24,18,19,0,0,21,4,0,2,0,0,0,0,0
18688,70.0,50.0,32.0,23.333333333333332,3.5,3.0,4.0,38.0,11,5,11,17,2,8,6,2,0,0,2,1,0,0,0,0,0,0,0
18689,99.0,70.0,44.0,11.0,4.393939393939394,9.0,25.0,42.0,24,4,10,19,3,8,9,2,0,0,8,4,0,0,1,0,0,0,0
18690,116.0,62.0,63.0,12.88888888888889,4.594827586206897,9.0,34.0,51.0,22,10,12,32,2,8,5,0,3,0,8,0,0,0,0,0,0,0,0
18691,280.0,141.0,123.0,10.0,3.6607142857142856,28.0,26.0,153.0,39,18,52,73,5,19,13,2,2,0,27,7,0,0,0,0,0,0,0
18693,129.0,77.0,54.0,16.125,3.6744186046511627,8.0,18.0,70.0,24,9,18,26,6,4,10,1,1,0,7,1,3,0,0,1,0,0,0
18694,263.0,167.0,150.0,13.15,4.277566539923955,20.0,39.0,110.0,43,18,49,70,17,13,13,44,2,0,19,26,2,5,0,0,0,0,0
18695,168.0,101.0,70.0,21.0,4.011904761904762,8.0,26.0,77.0,17,14,32,39,13,14,5,2,0,0,7,9,0,0,0,0,0,0,0
18696,185.0,124.0,111.0,10.277777777777779,5.097297297297297,18.0,52.0,59.0,35,23,17,57,7,9,11,45,0,0,17,5,1,1,1,0,0,0,0
18697,256.0,131.0,121.0,23.272727272727273,4.0234375,11.0,28.0,127.0,44,17,41,61,15,15,12,14,0,0,10,8,0,0,0,0,0,0,0
18698,164.0,100.0,72.0,18.22222222222222,3.932926829268293,9.0,20.0,77.0,32,10,25,35,7,9,14,5,2,0,8,1,0,1,0,0,0,0,0
18700,87.0,57.0,36.0,14.5,3.7011494252873565,6.0,12.0,50.0,15,4,10,21,4,2,11,10,0,0,5,1,0,0,0,0,0,0,0
18701,189.0,125.0,105.0,9.45,4.26984126984127,20.0,31.0,73.0,34,18,23,41,1,10,20,25,1,0,19,3,3,4,1,0,0,0,0
18702,225.0,149.0,120.0,12.5,4.1066666666666665,18.0,34.0,101.0,45,14,32,56,5,7,24,12,1,0,17,11,13,0,0,0,0,0,0
18703,154.0,83.0,63.0,19.25,3.4740259740259742,8.0,13.0,85.0,24,11,19,36,3,13,15,3,1,0,7,0,14,0,0,0,0,0,0
18704,116.0,76.0,53.0,6.823529411764706,4.206896551724138,17.0,23.0,61.0,16,12,22,37,7,4,7,17,0,0,16,1,0,0,0,0,0,0,0
18705,220.0,113.0,102.0,16.923076923076923,3.8363636363636364,13.0,22.0,108.0,43,10,37,47,12,7,21,21,2,0,12,0,0,0,0,0,0,0,0
18706,216.0,111.0,89.0,27.0,3.884259259259259,8.0,31.0,113.0,40,9,31,43,11,17,11,1,0,0,7,9,5,1,0,1,1,0,0
18707,193.0,105.0,88.0,38.6,3.9792746113989637,5.0,33.0,96.0,32,15,25,42,10,13,13,14,0,0,4,4,0,2,0,0,0,0,0
18708,172.0,106.0,76.0,11.466666666666667,3.953488372093023,15.0,22.0,86.0,29,3,20,48,5,6,16,15,0,0,14,1,0,0,0,0,0,0,0
18709,326.0,166.0,178.0,12.538461538461538,4.144171779141105,26.0,38.0,146.0,52,32,27,88,22,20,29,46,1,0,25,6,0,8,0,0,0,0,0
18710,87.0,56.0,29.0,17.4,3.6091954022988504,5.0,12.0,52.0,17,4,10,18,4,3,11,0,0,0,4,0,0,0,0,0,0,0,0
18711,86.0,50.0,35.0,17.2,3.8255813953488373,5.0,9.0,43.0,15,10,13,16,2,7,10,1,1,0,4,0,2,0,0,0,0,0,0
18712,286.0,118.0,114.0,26.0,3.4265734265734267,11.0,22.0,174.0,42,6,55,80,18,28,11,1,1,0,10,0,1,0,0,0,0,0,0
18713,138.0,84.0,76.0,13.8,4.108695652173913,10.0,25.0,65.0,29,8,15,35,4,4,7,5,0,0,9,9,0,0,0,0,0,0,0
18714,249.0,138.0,113.0,16.6,3.9477911646586343,15.0,23.0,122.0,41,10,44,63,10,10,12,25,0,0,14,3,0,0,0,0,0,0,0
18715,194.0,126.0,97.0,16.166666666666668,4.536082474226804,12.0,32.0,81.0,35,6,23,44,10,10,13,20,6,0,11,1,0,5,1,0,0,0,0
18716,302.0,176.0,188.0,17.764705882352942,4.758278145695364,17.0,84.0,107.0,49,36,30,73,16,17,14,99,2,0,16,2,6,5,2,0,0,0,0
18717,223.0,122.0,99.0,18.583333333333332,4.058295964125561,12.0,37.0,109.0,34,22,41,38,14,18,7,2,0,0,11,8,0,0,0,0,0,1,0
18718,26.0,20.0,11.0,5.2,4.076923076923077,5.0,4.0,13.0,3,1,6,10,3,0,0,1,0,0,4,0,0,0,0,0,0,0,0
18719,58.0,39.0,19.0,14.5,3.4482758620689653,4.0,8.0,40.0,11,2,10,14,1,2,3,0,0,0,3,0,0,0,0,0,0,0,0
18720,143.0,78.0,68.0,13.0,4.363636363636363,11.0,24.0,49.0,31,10,21,37,10,3,9,2,0,0,10,0,0,0,0,0,0,0,0
18721,240.0,117.0,94.0,16.0,3.5875,15.0,25.0,148.0,33,16,32,57,8,9,23,6,2,0,14,0,3,0,0,0,0,0,0
18722,189.0,134.0,103.0,11.8125,4.71957671957672,16.0,37.0,71.0,27,21,21,45,2,19,14,42,0,0,15,16,2,1,0,0,0,0,0
18723,151.0,89.0,68.0,16.77777777777778,3.781456953642384,9.0,17.0,83.0,26,15,26,30,4,8,16,1,1,0,8,8,0,0,0,0,0,1,0
18724,307.0,190.0,158.0,14.619047619047619,4.091205211726384,21.0,46.0,136.0,49,27,53,66,9,21,22,45,5,0,20,3,3,1,1,0,0,0,0
18725,191.0,114.0,95.0,23.875,4.267015706806283,8.0,36.0,82.0,49,6,30,36,7,9,16,9,0,0,7,9,0,0,0,0,0,0,0
18726,342.0,191.0,178.0,13.68,4.368421052631579,25.0,57.0,131.0,43,18,49,89,17,24,15,40,8,0,24,20,0,0,0,0,0,2,0
18727,144.0,79.0,62.0,16.0,4.277777777777778,9.0,26.0,63.0,21,13,16,33,7,11,8,3,0,0,8,1,0,0,0,0,0,0,0
18729,142.0,85.0,71.0,15.777777777777779,3.6971830985915495,9.0,13.0,73.0,27,9,13,33,5,8,15,3,3,0,8,1,0,0,0,0,0,0,0
18730,311.0,188.0,154.0,10.03225806451613,4.205787781350482,31.0,54.0,156.0,52,22,41,70,15,12,32,44,3,0,30,7,0,2,0,0,0,1,0
18731,54.0,34.0,24.0,10.8,3.462962962962963,5.0,5.0,32.0,15,1,9,12,1,0,7,3,0,0,4,2,0,0,0,0,0,0,0
18732,185.0,120.0,96.0,8.80952380952381,4.221621621621622,21.0,28.0,84.0,32,11,27,49,8,13,10,20,1,0,20,4,0,0,0,0,0,0,0
18733,193.0,129.0,124.0,10.722222222222221,4.8860103626943,18.0,42.0,69.0,31,19,6,49,5,10,13,68,1,1,17,10,6,2,0,0,0,0,0
18734,72.0,38.0,22.0,24.0,3.5277777777777777,3.0,5.0,39.0,6,3,12,17,6,2,7,2,0,0,2,0,0,0,0,0,0,0,0
