Kincaid,ARI,Coleman_Liau,LIX,Flesch_Reading_Ease,Gunning_Fog,SMOG,RIX,Dale_Chall,characters_word,syll_word,wordtypes,words_sentence,words,sentences,sentences_paragraph,complex_words,type_token_ratio,characters,syllables,paragraphs,long_words,complex_dc,tobeverb,auxverb,conjunction,pronoun,preposition,nominalization
5.1,5.7,7.17,26.03,77.43,5.91,7.2,1.29,6.89,3.9545454545454546,1.1647727272727273,105.0,12.571428571428571,176.0,14.0,14.0,17.0,0.8579545454545454,696.0,205.0,1.0,18.0,6.89,4,2,6,13,12,9
4.3,4.0,3.12,21.33,90.39,6.13,5.6,1.09,7.19,3.320855614973262,1.0427807486631016,109.0,37.4,187.0,5.0,5.0,15.0,0.8663101604278075,621.0,195.0,1.0,12.0,7.19,7,0,17,21,16,7
7.7,8.3,4.71,38.03,81.56,9.36,6.2,3.14,6.72,3.5828571428571427,1.1485714285714286,84.0,25.0,175.0,7.0,7.0,10.0,0.9371428571428572,627.0,201.0,1.0,22.0,6.72,6,3,10,49,11,10
3.8,3.8,3.7,25.3,91.82,5.72,6.1,1.27,6.51,3.3755274261603376,1.0506329113924051,112.0,15.8,237.0,15.0,15.0,16.0,0.8438818565400844,800.0,249.0,1.0,19.0,6.51,6,1,11,30,13,10
2.2,0.5,0.62,20.35,101.19,4.96,5.3,0.71,5.34,3.0631578947368423,1.0210526315789474,52.0,13.571428571428571,95.0,7.0,7.0,4.0,0.9157894736842105,291.0,97.0,1.0,6.0,5.34,7,0,6,13,7,5
7.8,8.8,8.18,40.42,70.63,8.67,8.6,3.82,7.22,4.083720930232558,1.2465116279069768,118.0,19.545454545454547,215.0,11.0,11.0,22.0,0.8930232558139535,878.0,268.0,1.0,43.0,7.22,10,3,8,16,22,20
6.1,5.0,4.35,26.4,80.41,7.72,7.8,1.67,6.39,3.742574257425743,1.2772277227722773,76.0,101.0,101.0,1.0,1.0,6.0,0.9603960396039604,378.0,129.0,1.0,10.0,6.39,5,1,3,11,12,5
2.6,1.5,2.47,24.23,94.76,4.16,5.0,1.44,5.16,3.4038461538461537,1.0673076923076923,54.0,11.555555555555555,104.0,9.0,9.0,3.0,0.9038461538461539,354.0,111.0,1.0,13.0,5.16,2,0,1,15,10,3
11.4,13.2,9.99,49.25,55.78,13.12,12.3,5.57,8.37,4.242744063324539,1.3271767810026385,197.0,25.266666666666666,379.0,15.0,15.0,62.0,0.8786279683377308,1608.0,503.0,1.0,79.0,8.37,29,7,13,27,34,37
3.6,2.2,2.65,21.5,92.32,5.82,6.4,1.11,5.92,3.403225806451613,1.1048387096774193,70.0,13.777777777777779,124.0,9.0,9.0,10.0,0.9274193548387096,422.0,137.0,1.0,10.0,5.92,6,1,5,18,9,7
7.7,7.6,5.34,32.7,76.05,8.2,0.0,2.5,7.73,3.7906976744186047,1.2093023255813953,35.0,21.5,43.0,2.0,2.0,5.0,0.9534883720930233,163.0,52.0,1.0,5.0,7.73,0,0,5,8,5,2
13.8,15.9,6.51,50.42,60.21,14.94,8.6,4.82,7.57,3.743119266055046,1.1444954128440368,193.0,36.333333333333336,436.0,12.0,12.0,29.0,0.9105504587155964,1632.0,499.0,1.0,53.0,7.57,25,1,32,50,26,27
3.1,2.8,3.34,21.28,93.54,5.07,6.6,1.13,6.08,3.4571428571428573,1.0952380952380953,61.0,15.0,105.0,7.0,7.0,8.0,0.8857142857142857,363.0,115.0,1.0,9.0,6.08,6,0,0,14,12,3
3.2,3.0,2.36,22.93,93.24,5.07,6.1,1.18,5.79,2.8715083798882683,0.9050279329608939,78.0,5.424242424242424,179.0,33.0,33.0,6.0,0.7318435754189944,514.0,162.0,1.0,13.0,5.79,14,0,5,19,19,4
2.8,1.0,1.89,20.08,94.35,4.73,6.4,1.0,5.15,3.2710280373831777,1.1121495327102804,62.0,11.88888888888889,107.0,9.0,9.0,5.0,0.9065420560747663,350.0,119.0,1.0,9.0,5.15,5,1,6,15,13,4
19.2,21.5,5.01,59.9,46.21,20.46,9.2,4.63,7.93,3.5162037037037037,1.1666666666666667,170.0,54.0,432.0,8.0,8.0,26.0,0.9236111111111112,1519.0,504.0,1.0,38.0,7.93,17,2,22,59,38,11
5.2,4.2,4.34,25.93,82.54,6.59,7.2,1.58,6.3,3.4973821989528795,1.1204188481675392,101.0,15.916666666666666,191.0,12.0,12.0,14.0,0.8848167539267016,668.0,214.0,1.0,19.0,6.3,13,2,6,27,16,9
5.1,4.9,5.5,30.91,82.85,6.57,7.3,2.0,5.98,3.8404907975460123,1.2331288343558282,87.0,14.818181818181818,163.0,11.0,11.0,11.0,0.9325153374233128,626.0,201.0,1.0,24.0,5.98,16,3,4,11,14,16
5.8,5.2,3.37,26.5,86.54,7.67,6.6,1.5,6.69,3.283132530120482,1.0963855421686748,95.0,15.090909090909092,166.0,11.0,11.0,11.0,0.891566265060241,545.0,182.0,1.0,12.0,6.69,14,2,13,20,10,6
5.8,5.5,4.7,32.8,81.02,6.75,7.9,1.7,5.83,3.3957219251336896,1.0641711229946524,83.0,17.0,187.0,11.0,11.0,9.0,0.8342245989304813,635.0,199.0,1.0,18.0,5.83,12,4,5,15,11,10
4.0,3.2,3.18,25.62,91.31,6.61,7.6,1.5,7.05,3.346774193548387,1.0806451612903225,62.0,15.5,124.0,8.0,8.0,7.0,0.8870967741935484,415.0,134.0,1.0,12.0,7.05,5,0,3,16,6,9
4.6,4.1,4.45,29.88,84.27,5.61,5.9,1.8,5.99,3.5391061452513966,1.111731843575419,144.0,14.32,358.0,25.0,25.0,21.0,0.8631284916201117,1267.0,398.0,1.0,46.0,5.99,21,10,9,49,31,19
3.7,1.6,2.53,22.88,86.6,4.65,6.7,1.23,5.95,3.3624161073825505,1.1006711409395973,88.0,9.933333333333334,149.0,15.0,15.0,9.0,0.8791946308724832,501.0,164.0,1.0,16.0,5.95,6,1,2,25,6,7
4.6,5.4,4.01,29.91,95.0,7.67,6.6,2.13,5.83,3.5448717948717947,1.0897435897435896,74.0,22.285714285714285,156.0,7.0,7.0,7.0,0.9487179487179487,553.0,170.0,1.0,17.0,5.83,9,4,6,27,13,6
2.3,2.4,3.16,21.74,95.67,4.16,5.5,0.71,6.14,3.3031784841075793,1.0073349633251834,181.0,11.685714285714285,409.0,35.0,35.0,18.0,0.8166259168704156,1351.0,412.0,1.0,26.0,6.14,4,0,11,40,35,11
5.1,3.9,4.23,23.44,82.85,6.17,7.4,1.22,6.23,3.6059479553903344,1.1672862453531598,149.0,14.944444444444445,269.0,18.0,18.0,16.0,0.9219330855018587,970.0,314.0,1.0,22.0,6.23,7,3,10,36,27,7
4.9,6.6,6.76,32.73,77.94,5.05,6.9,1.32,7.96,3.4246575342465753,0.9835616438356164,173.0,11.774193548387096,365.0,31.0,31.0,48.0,0.7041095890410959,1250.0,359.0,1.0,34.0,7.96,11,2,10,19,28,19
7.5,8.6,5.17,32.42,81.97,10.65,8.3,2.17,6.95,3.6133333333333333,1.12,86.0,25.0,150.0,6.0,6.0,9.0,0.92,542.0,168.0,1.0,13.0,6.95,4,0,14,19,16,6
4.2,3.8,4.62,25.63,85.18,4.6,3.1,1.38,6.78,3.5943396226415096,1.0849056603773586,67.0,15.142857142857142,106.0,7.0,7.0,9.0,0.8679245283018868,381.0,115.0,1.0,11.0,6.78,6,4,4,13,10,5
5.3,5.7,6.01,33.02,76.93,6.15,7.7,1.84,6.95,3.6602687140115164,1.0844529750479845,238.0,16.806451612903224,521.0,31.0,31.0,55.0,0.8023032629558541,1907.0,565.0,1.0,75.0,6.95,25,6,10,48,44,28
5.1,6.7,6.09,30.66,88.26,7.51,6.4,2.0,6.19,3.8454545454545452,1.1454545454545455,64.0,18.333333333333332,110.0,6.0,6.0,5.0,0.9181818181818182,423.0,126.0,1.0,13.0,6.19,7,2,5,15,7,7
5.8,5.5,6.19,37.83,75.71,5.0,7.2,2.5,7.63,3.781609195402299,1.1839080459770115,55.0,14.5,87.0,6.0,6.0,12.0,0.8620689655172413,329.0,103.0,1.0,15.0,7.63,5,1,3,7,7,4
4.5,3.7,4.05,23.34,84.57,5.08,6.9,1.21,5.83,3.42,1.085,89.0,15.384615384615385,200.0,13.0,13.0,8.0,0.845,684.0,217.0,1.0,17.0,5.83,9,1,13,26,9,12
4.7,5.3,4.68,32.35,83.96,5.78,6.7,1.61,7.37,3.2857142857142856,0.9833887043189369,138.0,17.705882352941178,301.0,17.0,17.0,27.0,0.760797342192691,989.0,296.0,1.0,29.0,7.37,11,0,8,30,23,7
7.9,7.6,6.26,33.29,70.33,8.81,8.1,2.25,8.08,3.6626506024096384,1.2048192771084338,55.0,20.75,83.0,4.0,4.0,12.0,0.8554216867469879,304.0,100.0,1.0,9.0,8.08,0,0,4,11,9,3
7.0,7.6,6.04,36.88,77.98,8.73,9.7,3.13,6.31,3.6160990712074303,1.151702786377709,150.0,20.1875,323.0,16.0,16.0,21.0,0.8637770897832817,1168.0,372.0,1.0,47.0,6.31,16,8,9,57,23,17
3.8,1.8,1.85,20.38,91.71,5.36,4.6,0.94,5.92,3.194915254237288,1.0677966101694916,112.0,14.75,236.0,16.0,16.0,7.0,0.9110169491525424,754.0,252.0,1.0,15.0,5.92,13,2,12,51,22,10
7.9,7.9,8.05,38.67,64.91,7.36,8.2,3.0,6.93,3.9616858237547894,1.2490421455938698,142.0,17.4,261.0,15.0,15.0,30.0,0.8505747126436781,1034.0,326.0,1.0,47.0,6.93,12,5,7,11,20,22
5.4,5.8,7.06,37.72,76.82,5.26,5.7,2.8,6.42,3.8955223880597014,1.1492537313432836,40.0,13.4,67.0,5.0,5.0,7.0,0.8507462686567164,261.0,77.0,1.0,14.0,6.42,4,3,2,8,3,4
12.0,12.4,4.95,47.37,64.88,13.87,0.0,5.0,7.45,3.5441176470588234,1.1911764705882353,47.0,22.666666666666668,68.0,3.0,3.0,5.0,0.9264705882352942,241.0,81.0,1.0,10.0,7.45,5,1,2,8,8,4
7.1,8.3,7.25,29.23,72.26,6.83,8.1,1.56,6.28,3.602446483180428,1.091743119266055,137.0,23.357142857142858,327.0,14.0,14.0,20.0,0.7798165137614679,1178.0,357.0,1.0,26.0,6.28,16,2,10,12,19,8
7.3,8.1,4.71,32.67,82.68,9.22,6.4,2.17,7.1,3.367741935483871,1.0451612903225806,76.0,22.142857142857142,155.0,7.0,7.0,8.0,0.864516129032258,522.0,162.0,1.0,13.0,7.1,9,1,4,16,15,5
5.5,5.5,6.42,32.06,76.62,6.2,9.0,2.09,7.11,3.872053872053872,1.245791245791246,144.0,12.375,297.0,24.0,24.0,27.0,0.8619528619528619,1150.0,370.0,1.0,49.0,7.11,10,3,9,35,26,32
4.5,4.2,3.41,24.81,89.89,6.43,5.2,1.33,6.26,3.3396946564885495,1.0572519083969465,125.0,17.466666666666665,262.0,15.0,15.0,13.0,0.8702290076335878,875.0,277.0,1.0,20.0,6.26,11,2,18,30,29,6
5.4,6.6,6.37,35.97,82.04,7.67,8.8,2.67,8.7,3.7161290322580647,1.135483870967742,94.0,17.22222222222222,155.0,9.0,9.0,23.0,0.8451612903225807,576.0,176.0,1.0,24.0,8.7,3,1,5,21,11,9
4.2,2.9,2.66,24.07,90.6,6.01,5.9,1.15,6.2,3.386138613861386,1.113861386138614,112.0,15.538461538461538,202.0,13.0,13.0,11.0,0.9306930693069307,684.0,225.0,1.0,15.0,6.2,8,0,9,33,22,7
4.0,3.2,4.21,24.13,85.89,4.94,6.7,1.39,6.76,3.569506726457399,1.1031390134529149,113.0,13.9375,223.0,16.0,16.0,16.0,0.874439461883408,796.0,246.0,1.0,26.0,6.76,6,0,11,32,13,8
5.5,5.7,2.9,29.39,92.66,8.59,5.8,1.5,6.51,3.327974276527331,1.0707395498392283,148.0,22.214285714285715,311.0,14.0,14.0,17.0,0.9356913183279743,1035.0,333.0,1.0,21.0,6.51,10,3,21,45,30,10
6.4,7.3,6.49,31.11,79.5,7.46,7.8,2.13,6.33,3.911032028469751,1.1850533807829182,129.0,18.733333333333334,281.0,15.0,15.0,17.0,0.9145907473309609,1099.0,333.0,1.0,33.0,6.33,16,0,18,42,15,18
5.5,7.4,7.76,35.99,81.83,6.94,8.5,3.0,7.58,4.045112781954887,1.1729323308270676,92.0,44.333333333333336,133.0,3.0,3.0,14.0,0.8872180451127819,538.0,156.0,1.0,24.0,7.58,2,1,11,11,11,16
7.2,7.9,6.38,34.13,77.47,9.21,8.5,2.63,7.58,3.86144578313253,1.216867469879518,98.0,20.75,166.0,8.0,8.0,16.0,0.9216867469879518,641.0,202.0,1.0,21.0,7.58,10,4,8,21,15,10
7.4,6.7,5.91,28.03,71.44,8.01,8.2,1.89,7.1,3.6842105263157894,1.2046783625730995,96.0,19.0,171.0,9.0,9.0,17.0,0.8771929824561403,630.0,206.0,1.0,17.0,7.1,5,1,7,19,16,8
5.1,4.2,3.13,25.46,88.36,7.32,6.4,1.07,5.85,3.41635687732342,1.1449814126394051,113.0,17.933333333333334,269.0,15.0,15.0,11.0,0.9330855018587361,919.0,308.0,1.0,16.0,5.85,13,6,13,48,17,8
8.4,8.4,6.27,37.12,69.01,9.27,9.7,3.11,7.15,3.5285714285714285,1.180952380952381,106.0,23.333333333333332,210.0,9.0,9.0,24.0,0.819047619047619,741.0,248.0,1.0,28.0,7.15,7,0,9,16,11,11
5.3,4.8,4.34,29.34,82.44,6.77,8.4,1.92,6.31,3.4357798165137616,1.1055045871559632,103.0,21.8,218.0,10.0,10.0,17.0,0.8440366972477065,749.0,241.0,1.0,25.0,6.31,13,2,8,30,16,18
2.9,-0.3,0.65,18.42,88.74,4.03,5.5,0.5,5.68,3.240740740740741,1.1481481481481481,37.0,9.0,54.0,6.0,6.0,4.0,0.8888888888888888,175.0,62.0,1.0,3.0,5.68,2,0,1,9,4,1
3.1,1.9,2.59,23.68,82.81,2.2,0.0,1.0,6.78,3.6923076923076925,1.1538461538461537,12.0,6.5,13.0,2.0,2.0,1.0,0.8461538461538461,48.0,15.0,1.0,2.0,6.78,1,1,0,1,0,0
8.0,8.1,5.28,31.16,75.44,8.91,7.2,1.88,6.27,3.6559139784946235,1.1612903225806452,111.0,20.666666666666668,186.0,9.0,9.0,7.0,0.9086021505376344,680.0,216.0,1.0,15.0,6.27,5,2,5,18,18,5
3.9,4.3,5.55,24.72,86.1,5.18,6.6,1.38,7.88,3.68,1.14,61.0,14.285714285714286,100.0,7.0,7.0,17.0,0.85,368.0,114.0,1.0,11.0,7.88,2,0,7,10,7,11
4.4,4.8,5.67,31.05,84.68,5.75,7.4,1.71,7.05,3.6363636363636362,1.121212121212121,68.0,14.142857142857142,99.0,7.0,7.0,8.0,0.8484848484848485,360.0,111.0,1.0,11.0,7.05,3,2,4,12,8,5
2.1,1.0,2.0,21.28,96.18,4.13,5.1,0.96,6.81,3.273764258555133,1.0114068441064639,114.0,10.115384615384615,263.0,26.0,26.0,29.0,0.8593155893536122,861.0,266.0,1.0,25.0,6.81,11,2,5,45,13,8
7.7,7.8,5.63,37.57,76.05,9.18,0.0,3.5,8.12,3.75,1.1818181818181819,38.0,22.0,44.0,2.0,2.0,6.0,0.9318181818181818,165.0,52.0,1.0,7.0,8.12,1,0,3,8,2,2
5.7,6.4,5.17,33.45,86.64,8.23,6.7,2.8,6.44,3.676767676767677,1.1111111111111112,59.0,16.5,99.0,6.0,6.0,7.0,0.9292929292929293,364.0,110.0,1.0,14.0,6.44,13,4,3,11,8,6
3.9,2.9,3.01,19.73,91.51,5.69,5.5,0.58,6.44,3.3351648351648353,1.0769230769230769,96.0,14.0,182.0,13.0,13.0,14.0,0.8956043956043956,607.0,196.0,1.0,8.0,6.44,12,4,14,22,13,4
3.7,2.5,2.93,18.49,86.6,5.17,7.2,0.5,6.71,3.363095238095238,1.0714285714285714,96.0,14.0,168.0,12.0,12.0,13.0,0.8392857142857143,565.0,180.0,1.0,7.0,6.71,4,0,3,22,14,3
5.2,2.8,2.78,27.3,82.75,5.97,6.9,1.71,6.12,3.3271028037383177,1.158878504672897,59.0,15.285714285714286,107.0,7.0,7.0,8.0,0.9065420560747663,356.0,124.0,1.0,12.0,6.12,4,0,3,21,8,4
4.0,2.3,2.88,21.57,85.89,4.94,6.4,1.17,5.87,3.3289473684210527,1.0789473684210527,54.0,12.666666666666666,76.0,6.0,6.0,4.0,0.8552631578947368,253.0,82.0,1.0,7.0,5.87,5,3,2,10,5,2
4.5,6.0,5.44,33.44,84.37,5.19,4.8,1.21,7.57,3.305210918114144,0.9727047146401985,174.0,15.5,403.0,26.0,26.0,32.0,0.7320099255583127,1332.0,392.0,1.0,31.0,7.57,10,0,16,35,24,12
4.5,5.3,5.84,26.99,84.37,6.23,8.8,1.7,6.63,3.6746575342465753,1.11986301369863,160.0,17.176470588235293,292.0,17.0,17.0,19.0,0.839041095890411,1073.0,327.0,1.0,35.0,6.63,7,0,12,32,31,12
11.3,13.1,5.24,41.79,72.12,13.9,7.8,3.0,8.16,3.6346153846153846,1.1442307692307692,69.0,26.0,104.0,4.0,4.0,12.0,0.9423076923076923,378.0,119.0,1.0,9.0,8.16,4,3,4,18,5,5
4.1,2.7,2.49,26.37,90.8,5.72,3.1,1.25,6.01,3.2698412698412698,1.0952380952380953,37.0,12.6,63.0,5.0,5.0,5.0,0.9047619047619048,206.0,69.0,1.0,5.0,6.01,5,0,3,7,4,2
4.6,4.0,3.07,25.18,89.58,7.06,6.4,1.17,5.59,3.144144144144144,1.027027027027027,54.0,13.875,111.0,8.0,8.0,6.0,0.8378378378378378,349.0,114.0,1.0,7.0,5.59,3,0,8,13,15,5
8.0,7.8,3.55,32.55,80.65,9.72,6.0,1.75,6.31,3.3207547169811322,1.0566037735849056,61.0,26.5,106.0,4.0,4.0,6.0,0.9150943396226415,352.0,112.0,1.0,7.0,6.31,3,1,4,23,9,3
5.0,5.7,4.64,23.7,88.47,7.08,6.1,1.18,6.27,3.4857142857142858,1.042857142857143,103.0,17.5,210.0,12.0,12.0,10.0,0.8714285714285714,732.0,219.0,1.0,13.0,6.27,13,1,8,18,16,10
4.0,3.2,3.87,23.82,85.79,4.69,5.9,1.05,6.61,3.424561403508772,1.063157894736842,150.0,11.875,285.0,24.0,24.0,16.0,0.8421052631578947,976.0,303.0,1.0,24.0,6.61,13,4,6,37,27,11
5.8,5.4,1.45,23.83,91.95,8.6,0.0,0.0,8.74,2.8823529411764706,0.9607843137254902,32.0,25.5,51.0,2.0,2.0,6.0,0.8431372549019608,147.0,49.0,1.0,0.0,8.74,2,0,3,12,2,0
3.9,3.2,3.01,24.37,91.41,5.66,4.6,1.19,6.12,3.23046875,1.0234375,101.0,12.19047619047619,256.0,21.0,21.0,14.0,0.85546875,827.0,262.0,1.0,19.0,6.12,6,0,9,46,20,9
3.7,3.2,3.06,25.86,91.92,6.29,7.8,1.0,6.69,3.2580645161290325,1.043010752688172,61.0,15.5,93.0,6.0,6.0,7.0,0.8494623655913979,303.0,97.0,1.0,6.0,6.69,3,1,5,12,7,3
6.9,6.3,1.81,30.62,88.91,9.8,0.0,1.5,1.86,3.156862745098039,1.0784313725490196,38.0,25.5,51.0,2.0,2.0,2.0,0.9607843137254902,161.0,55.0,1.0,3.0,1.86,3,1,0,10,6,2
5.6,6.0,2.96,32.11,92.46,8.4,3.1,1.67,7.94,3.289855072463768,1.0289855072463767,52.0,23.0,69.0,3.0,3.0,3.0,0.9130434782608695,227.0,71.0,1.0,5.0,7.94,3,0,4,11,5,3
3.1,4.5,4.67,27.69,88.02,4.24,6.4,0.83,7.49,3.2142857142857144,0.9285714285714286,112.0,28.0,224.0,8.0,8.0,20.0,0.7008928571428571,720.0,208.0,1.0,16.0,7.49,10,2,4,21,14,11
5.8,6.1,4.47,30.62,86.54,7.94,6.9,2.19,6.79,3.486322188449848,1.1185410334346504,168.0,21.933333333333334,329.0,15.0,15.0,25.0,0.8996960486322189,1147.0,368.0,1.0,35.0,6.79,18,3,7,48,33,10
9.9,11.6,6.85,38.39,70.36,10.95,8.8,3.11,6.54,3.755639097744361,1.1165413533834587,121.0,33.25,266.0,8.0,8.0,14.0,0.8834586466165414,999.0,297.0,1.0,29.0,6.54,11,1,18,24,26,20
8.3,9.6,3.72,35.14,85.36,11.2,6.0,2.0,6.15,3.4827586206896552,1.103448275862069,61.0,29.0,116.0,4.0,4.0,4.0,0.9655172413793104,404.0,128.0,1.0,8.0,6.15,7,1,9,20,7,2
5.7,5.5,4.06,27.89,86.74,8.05,7.5,1.67,6.13,3.4852320675105486,1.109704641350211,97.0,19.75,237.0,12.0,12.0,13.0,0.9240506329113924,826.0,263.0,1.0,20.0,6.13,15,6,17,54,18,9
5.3,5.2,5.2,29.05,77.13,4.95,7.4,1.43,8.44,3.238532110091743,0.9908256880733946,64.0,15.571428571428571,109.0,7.0,7.0,12.0,0.7155963302752294,353.0,108.0,1.0,10.0,8.44,1,0,6,9,9,2
15.0,17.1,5.01,51.52,62.69,17.28,0.0,4.0,7.22,3.5977011494252875,1.1839080459770115,51.0,43.5,87.0,2.0,2.0,5.0,0.9655172413793104,313.0,103.0,1.0,8.0,7.22,1,1,4,16,11,5
6.5,6.9,2.33,28.63,90.13,9.89,7.8,1.33,5.69,2.9176470588235293,0.9294117647058824,46.0,7.7272727272727275,85.0,11.0,11.0,2.0,0.8235294117647058,248.0,79.0,1.0,4.0,5.69,6,2,3,15,9,2
7.7,8.3,5.57,35.81,76.15,8.76,6.7,1.54,7.93,3.439252336448598,1.074766355140187,163.0,24.692307692307693,321.0,13.0,13.0,38.0,0.8255451713395638,1104.0,345.0,1.0,19.0,7.93,17,5,11,25,20,9
3.6,1.8,1.78,19.09,92.22,5.16,6.4,0.6,5.33,3.199074074074074,1.1064814814814814,97.0,14.4,216.0,15.0,15.0,7.0,0.8981481481481481,691.0,239.0,1.0,9.0,5.33,11,0,13,36,16,2
6.2,7.0,5.74,29.38,80.11,7.05,6.6,2.0,6.43,3.5678233438485805,1.088328075709779,132.0,21.133333333333333,317.0,15.0,15.0,18.0,0.832807570977918,1131.0,345.0,1.0,33.0,6.43,22,4,13,26,21,20
3.2,1.7,2.87,20.64,87.92,4.5,6.2,0.93,6.14,3.3424657534246576,1.0753424657534247,116.0,10.068965517241379,292.0,29.0,29.0,22.0,0.839041095890411,976.0,314.0,1.0,26.0,6.14,8,1,9,34,26,18
9.5,10.5,6.1,36.97,71.58,10.88,9.2,2.57,9.14,3.687179487179487,1.1333333333333333,129.0,27.857142857142858,195.0,7.0,7.0,23.0,0.8923076923076924,719.0,221.0,1.0,18.0,9.14,4,1,8,21,20,10
9.7,10.2,5.75,39.23,70.97,11.18,9.5,3.5,6.91,3.709090909090909,1.231818181818182,105.0,27.5,220.0,8.0,8.0,19.0,0.9272727272727272,816.0,271.0,1.0,28.0,6.91,9,1,16,40,25,6
3.5,3.7,3.64,25.0,92.53,5.04,5.0,1.11,6.71,3.446043165467626,1.0503597122302157,125.0,18.533333333333335,278.0,15.0,15.0,19.0,0.8597122302158273,958.0,292.0,1.0,24.0,6.71,10,2,11,39,13,12
6.3,6.2,3.83,32.02,85.32,8.17,6.2,2.0,6.22,3.3986928104575163,1.091503267973856,85.0,21.857142857142858,153.0,7.0,7.0,7.0,0.9019607843137255,520.0,167.0,1.0,14.0,6.22,10,1,5,27,17,3
4.0,1.8,2.16,27.9,80.38,4.68,7.6,1.2,6.63,3.085714285714286,1.019047619047619,56.0,8.076923076923077,105.0,13.0,13.0,7.0,0.7523809523809524,324.0,107.0,1.0,12.0,6.63,7,0,2,11,5,6
3.6,4.4,5.25,30.52,86.81,4.12,5.9,1.62,6.28,3.440119760479042,1.029940119760479,139.0,10.4375,334.0,32.0,32.0,22.0,0.7694610778443114,1149.0,344.0,1.0,42.0,6.28,8,0,10,37,19,17
4.5,4.6,5.44,27.57,84.57,5.06,5.7,1.73,5.98,3.5813953488372094,1.0790697674418606,118.0,12.647058823529411,215.0,17.0,17.0,15.0,0.8418604651162791,770.0,232.0,1.0,26.0,5.98,4,0,11,14,13,18
4.7,4.3,4.86,26.8,84.07,6.4,8.2,1.5,7.13,3.594059405940594,1.1732673267326732,111.0,14.428571428571429,202.0,14.0,14.0,22.0,0.8712871287128713,726.0,237.0,1.0,22.0,7.13,13,3,7,26,18,8
3.6,3.9,3.93,26.92,92.12,5.79,6.4,1.62,6.25,3.4634920634920636,1.0793650793650793,147.0,15.75,315.0,20.0,20.0,24.0,0.8666666666666667,1091.0,340.0,1.0,35.0,6.25,14,4,13,39,21,13
8.6,9.3,4.42,36.82,79.33,11.41,9.5,2.88,6.6,3.462222222222222,1.1155555555555556,111.0,28.125,225.0,8.0,8.0,15.0,0.9111111111111111,779.0,251.0,1.0,23.0,6.6,13,5,11,33,18,14
7.6,8.4,6.09,33.33,76.56,8.67,7.8,2.33,6.3,3.6844660194174756,1.1116504854368932,107.0,22.88888888888889,206.0,9.0,9.0,9.0,0.8737864077669902,759.0,229.0,1.0,23.0,6.3,19,0,13,22,18,9
2.8,1.6,2.8,23.03,88.84,4.17,6.7,1.13,6.28,3.4927536231884058,1.1304347826086956,72.0,9.2,138.0,15.0,15.0,9.0,0.8623188405797102,482.0,156.0,1.0,17.0,6.28,3,1,5,22,5,11
5.9,6.0,5.97,27.38,80.82,7.58,7.8,1.83,6.58,3.8529411764705883,1.1862745098039216,64.0,17.0,102.0,6.0,6.0,9.0,0.9313725490196079,393.0,121.0,1.0,11.0,6.58,3,0,4,8,10,7
11.8,12.4,5.82,43.0,65.59,12.32,7.2,3.75,6.58,3.7874015748031495,1.2440944881889764,65.0,31.75,127.0,4.0,4.0,9.0,0.968503937007874,481.0,158.0,1.0,15.0,6.58,6,1,6,19,10,5
8.3,8.7,5.4,33.98,74.53,9.63,8.0,2.36,7.4,3.6954887218045114,1.1466165413533835,145.0,24.181818181818183,266.0,11.0,11.0,17.0,0.9097744360902256,983.0,305.0,1.0,26.0,7.4,13,1,9,32,22,10
4.1,6.1,6.8,24.59,80.28,3.94,7.5,1.22,6.68,3.487012987012987,1.0,118.0,6.16,308.0,50.0,50.0,20.0,0.698051948051948,1074.0,308.0,1.0,34.0,6.68,13,4,16,30,14,23
7.8,7.6,6.61,33.94,70.63,8.48,8.7,2.53,7.05,3.843843843843844,1.2372372372372373,172.0,19.58823529411765,333.0,17.0,17.0,32.0,0.8948948948948949,1280.0,412.0,1.0,43.0,7.05,12,2,16,44,30,8
4.2,3.1,3.07,28.29,90.7,5.76,3.1,1.8,5.67,3.41025641025641,1.1025641025641026,47.0,15.6,78.0,5.0,5.0,5.0,0.9230769230769231,266.0,86.0,1.0,9.0,5.67,0,0,3,13,8,5
6.3,6.8,6.32,37.7,79.9,8.28,8.8,3.17,6.2,3.8363636363636364,1.2181818181818183,68.0,18.333333333333332,110.0,6.0,6.0,9.0,0.9090909090909091,422.0,134.0,1.0,19.0,6.2,8,4,5,12,13,12
4.6,2.6,3.12,26.37,84.27,5.55,6.1,1.55,6.81,3.433333333333333,1.1333333333333333,89.0,13.636363636363637,150.0,11.0,11.0,15.0,0.9066666666666666,515.0,170.0,1.0,17.0,6.81,10,4,4,23,13,7
4.3,3.9,3.36,25.17,90.39,6.72,7.0,1.15,6.68,3.3440366972477062,1.091743119266055,115.0,16.76923076923077,218.0,13.0,13.0,18.0,0.8761467889908257,729.0,238.0,1.0,14.0,6.68,10,2,10,31,18,6
3.0,4.1,5.76,27.45,88.33,6.22,8.2,1.4,7.81,4.042553191489362,1.1914893617021276,39.0,11.75,47.0,4.0,4.0,5.0,0.8936170212765957,190.0,56.0,1.0,8.0,7.81,0,0,2,2,4,5
18.6,22.1,3.56,61.05,58.66,21.97,6.4,3.33,8.65,3.4156626506024095,1.0903614457831325,89.0,55.333333333333336,166.0,3.0,3.0,8.0,0.9819277108433735,567.0,181.0,1.0,10.0,8.65,8,2,11,31,18,7
